city,district,facility_name,type,chain_brand,lat,lng,gfa_sqm
名古屋市瑞穂区,新瑞橋,セブンイレブン新瑞橋店,cvs,セブンイレブン,35.1245,136.9252,105
名古屋市昭和区,御器所,フジヤマ55御器所店,fast_food,,35.1498,136.9252,90
名古屋市昭和区,御器所,セブンイレブン御器所店,cvs,セブンイレブン,35.1502,136.9255,110
名古屋市中川区,高畑,アオキスーパー高畑店,supermarket,アオキスーパー,35.1432,136.8380,2200
名古屋市中川区,高畑,セブンイレブン高畑駅前店,cvs,セブンイレブン,35.1428,136.8385,115
名古屋市名東区,藤が丘,藤が丘effe,sc,,35.1752,136.9868,12000
名古屋市名東区,藤が丘,セブンイレブン藤が丘店,cvs,セブンイレブン,35.1755,136.9865,110
名古屋市守山区,新守山,ヤマナカ新守山フランテ,supermarket,ヤマナカ,35.2058,136.9568,3500
豊田市,豊田市駅,T-FACE,sc,,35.0838,137.1565,28000
豊田市,豊田市駅,セブンイレブン豊田市駅前店,cvs,セブンイレブン,35.0835,137.1562,120
豊橋市,豊橋駅,カルミア豊橋,sc,,35.1428,137.3968,15000
豊橋市,豊橋駅,セブンイレブン豊橋駅前店,cvs,セブンイレブン,35.1425,137.3972,110
岡崎市,東岡崎,イオンモール岡崎,mall,,34.9388,137.1528,78000
岡崎市,東岡崎,セブンイレブン東岡崎店,cvs,セブンイレブン,34.9522,137.1685,105
一宮市,一宮駅,アスティ一宮,sc,,35.3035,136.8018,8500
一宮市,一宮駅,セブンイレブン一宮駅前店,cvs,セブンイレブン,35.3038,136.8022,115
春日井市,春日井駅,セブンイレブン春日井駅前店,cvs,セブンイレブン,35.2468,136.9722,110
春日井市,春日井駅,スギ薬局春日井店,drugstore,スギ薬局,35.2472,136.9718,320
